frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto
"5317","Nov  5, 2020 19:28:50.927092000 Eastern Standard Time","84:0d:8e:6b:c0:3d","ff:ff:ff:ff:ff:ff","192.168.11.121","255.255.255.255","17"
"5318","Nov  5, 2020 19:28:51.746283000 Eastern Standard Time","60:01:94:cb:ad:26","ff:ff:ff:ff:ff:ff","192.168.11.137","255.255.255.255","17"
"5319","Nov  5, 2020 19:28:53.998897000 Eastern Standard Time","84:0d:8e:6b:c0:3d","ff:ff:ff:ff:ff:ff","192.168.11.121","255.255.255.255","17"
"5320","Nov  5, 2020 19:28:54.613490000 Eastern Standard Time","60:01:94:cb:ad:26","ff:ff:ff:ff:ff:ff","192.168.11.137","255.255.255.255","17"
"5321","Nov  5, 2020 19:28:57.072466000 Eastern Standard Time","84:0d:8e:6b:c0:3d","ff:ff:ff:ff:ff:ff","192.168.11.121","255.255.255.255","17"
"5322","Nov  5, 2020 19:28:57.685496000 Eastern Standard Time","60:01:94:cb:ad:26","ff:ff:ff:ff:ff:ff","192.168.11.137","255.255.255.255","17"
"5323","Nov  5, 2020 19:28:59.938386000 Eastern Standard Time","84:0d:8e:6b:c0:3d","ff:ff:ff:ff:ff:ff","192.168.11.121","255.255.255.255","17"
"5324","Nov  5, 2020 19:29:00.757622000 Eastern Standard Time","60:01:94:cb:ad:26","ff:ff:ff:ff:ff:ff","192.168.11.137","255.255.255.255","17"
"5325","Nov  5, 2020 19:29:03.010287000 Eastern Standard Time","84:0d:8e:6b:c0:3d","ff:ff:ff:ff:ff:ff","192.168.11.121","255.255.255.255","17"
"5326","Nov  5, 2020 19:29:03.624745000 Eastern Standard Time","60:01:94:cb:ad:26","ff:ff:ff:ff:ff:ff","192.168.11.137","255.255.255.255","17"
"5327","Nov  5, 2020 19:29:05.674003000 Eastern Standard Time","e0:89:7e:6c:25:34","01:00:5e:00:00:fb","192.168.11.131","224.0.0.251","17"
"5328","Nov  5, 2020 19:29:05.677997000 Eastern Standard Time","e0:89:7e:6c:25:34","33:33:00:00:00:fb",,,
